node_id,address,in_degree,out_degree,total_degree,total_received,total_sent,net_balance,activity_days,node_type,in_degree_centrality,out_degree_centrality,pagerank,betweenness_centrality,closeness_centrality,clustering_coefficient,neighbors_1hop,neighbors_2hop,triangle_count,in_tx_per_day,avg_time_between_in_tx,out_tx_per_day,avg_time_between_out_tx,tx_time_std,unique_senders,unique_receivers,repetition_rate_in,repetition_rate_out,fan_out_ratio,avg_received_value,std_received_value,max_received_value,avg_sent_value,std_sent_value,max_sent_value,most_active_hour,hour_concentration
10,0x00371acb9cfd5f5784a46ec393909ed3f219f7e3,0,4,4,0.0,14.99,-14.99,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,4.0,0.21925925925925926,535.4982103922789,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.7475,7.495,14.99,2.0,0.5
11,0x003933989385fab554623d558523cfd23cea8503,0,11,11,0.0,1.06691,-1.06691,18,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.5789473684210527,45.21130555555556,239018.09739992028,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09699181818181818,0.1398085100284086,0.35,7.0,0.18181818181818182
12,0x003969184186386208ce273fd74cc71a4fd55776,0,1,1,0.0,0.0,0.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
13,0x003a5ab1bceda1dda9cd41abcc436c0bfe44dba7,0,2,2,0.0,2.0,-2.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.12166666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.4142135623730951,2.0,5.0,0.5
14,0x004075e4d4b1ce6c48c81cc940e2bad24b489e64,0,14,14,0.0,110.0,-110.0,18,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.7368421052631579,33.69145299145299,179348.2965252964,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.857142857142857,12.56893082079864,40.0,8.0,0.21428571428571427
15,0x004537fcd9095489ebe38180a382341b962b501d,0,2,2,0.0,1.418,-1.418,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.05583333333333333,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.709,1.0026774157225242,1.418,17.0,0.5
16,0x004a2af7de0ff5f9bfc586769a3ea8ac31697b31,0,4,4,0.0,1.0,-1.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,4.0,0.06287037037037037,301.1799019412373,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.5,1.0,21.0,1.0
17,0x004b4fda07a01c9747fb27b36fc87083a9edc8a3,0,4,4,0.0,113.0,-113.0,1,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,8.250925925925925,51254.60196249049,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,28.25,48.22430231048795,100.0,18.0,0.5
18,0x004c7ea50de2cec3a54aa5d303b11f01ca426ba0,0,2,2,0.0,0.1,-0.1,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.03611111111111111,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05,0.07071067811865477,0.1,23.0,1.0
19,0x004eba336d1e38f335c106fc9a4ff2cab6664581,0,3,3,0.0,20.0,-20.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,0.2061111111111111,736.8052659963826,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.666666666666667,11.547005383792515,20.0,0.0,0.6666666666666666
20,0x005ee33762b213afcea5d294b14f005b00624661,0,2,2,0.0,20.0,-20.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.17083333333333334,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,14.142135623730951,20.0,2.0,1.0
21,0x006fa67f2e1051f5fab6291d2cf3e42f6c0d4582,0,3,3,0.0,5.0,-5.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,1.2738888888888888,4768.728132322077,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.6666666666666667,2.8867513459481287,5.0,3.0,0.3333333333333333
22,0x0074b099f07d1ed472078c9a25aebd38154bce56,0,1,1,0.0,0.0,0.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0
23,0x0075663e611863677d0250429d08168ee2e5de5f,0,3,3,0.0,0.5,-0.5,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,0.2544444444444445,178.19090885900997,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.2886751345948129,0.5,15.0,1.0
24,0x007a368cd2410e138abd7d50e135a65ff282a39c,0,6,6,0.0,20.0,-20.0,1,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,5.720888888888888,43489.04151277653,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.3333333333333335,5.163977794943222,10.0,13.0,0.5
25,0x007a5dee87067d729f347c4918d44e0530d0ffc3,0,1,1,0.0,0.12,-0.12,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12,0.0,0.12,3.0,1.0
26,0x007b9f0cb5226662497e57a65efa6cadb8399532,0,7,7,0.0,0.9,-0.9,11,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.5833333333333334,45.18185185185186,378852.0042568954,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1285714285714286,0.19548474547720013,0.5,15.0,0.2857142857142857
27,0x008ef0e604fb49d668d9315c06aefb3d59a49c38,0,2,2,0.0,11.0,-11.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.07972222222222222,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.5,7.7781745930520225,11.0,9.0,1.0
28,0x0090699f6e2af9dc9f83bb2f69a10fbd414bbb20,0,3,3,0.0,20.7,-20.7,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,0.04763888888888889,78.48885271170677,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.8999999999999995,11.951150572225254,20.7,20.0,0.6666666666666666
29,0x0090904e20fa3888eeb16be9e4beb2b68d52bf73,0,6,6,0.0,3.88896,-3.88896,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,6.0,4.130333333333334,32862.84706473254,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.64816,1.2738883756436434,3.18396,9.0,0.6666666666666666
30,0x009be56dd91808b2ab35959a65245732c73fe871,0,3,3,0.0,10.0,-10.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,0.22138888888888889,1038.0327547818517,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.3333333333333335,4.932882862316247,9.0,9.0,0.6666666666666666
31,0x00a463d0394ea663bbd0a71ca90963f6296604bc,0,3,3,0.0,8.0,-8.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,0.8013888888888889,2561.140761457675,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.6666666666666665,4.618802153517007,8.0,23.0,0.6666666666666666
32,0x00aec6e482d2ec9cedf8f03072ff8bd27850e95c,0,5,5,0.0,5.9,-5.9,8,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.5555555555555556,52.825833333333335,378935.67626269587,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1800000000000002,2.638560213449752,5.9,15.0,0.4
33,0x00b548a70abb9d1006cc51871df7634389fadb43,0,4,4,0.0,19.05,-19.05,11,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.3333333333333333,88.675,532410.9240286116,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.7625,9.491695932059068,19.0,19.0,0.5
34,0x00b5c29b7bcc4491e5fc7dd9d68e3aa4c8adf4ae,0,115,115,0.0,882.0,-882.0,26,hub,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,4.2592592592592595,5.68176656920078,45692.471413359315,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.6695652173913045,38.6991821254368,300.0,21.0,0.09565217391304348
35,0x00be60125e9fe57b58e862092c896696695adb91,0,5,5,0.0,1.7,-1.7,10,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.45454545454545453,60.27881944444445,386618.3368451588,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33999999999999997,0.7602631123499284,1.7,5.0,0.4
36,0x00c9fa7735ff13c52647e05f01c973f53e23a9e2,0,2,2,0.0,10.0,-10.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.03166666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0710678118654755,10.0,23.0,1.0
37,0x00cc52ccf4ef38b8112fe73b9db72729e591a929,0,3,3,0.0,1.237623,-1.237623,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,0.39958333333333335,1166.0190821766168,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.41254100000000005,0.6299269243674221,1.137623,22.0,0.6666666666666666
38,0x00d415aa3c8fc835e64c36954265d082093a748c,0,2,2,0.0,0.0,0.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.17222222222222222,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
39,0x00d9558ac6f0dd14703864fba636893652627377,0,2,2,0.0,48.0,-48.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.12416666666666666,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,33.94112549695428,48.0,19.0,0.5
40,0x00de79b8c15035658778829fb1bdbd5092acbc10,0,1,1,0.0,0.0,0.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
41,0x00e37711d6716e9643d641eae62684b8ab854343,0,6,6,0.0,25.955,-25.955,11,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.5,53.06116666666668,404582.3638410355,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.325833333333334,5.115897200556972,10.75,6.0,0.3333333333333333
42,0x00e6ab23a226380e611a6161ac45d5bb248a80e4,0,5,5,0.0,0.0,0.0,5,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.8333333333333334,33.80972222222222,102106.31779996117,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.6
43,0x00eb1d70c4bb880e888af962ffbed0d8ebb27dbf,0,1,1,0.0,0.01,-0.01,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.01,14.0,1.0
44,0x00ff15b24465b018d16ab586a87e218aac8213a7,0,13,13,0.0,3644.0,-3644.0,15,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.8125,30.606203703703702,277814.0355300919,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,280.3076923076923,738.0884527633283,2500.0,15.0,0.23076923076923078
45,0x0110dcef1524bd82b9d4bbf28a1330f0ac27e190,0,2,2,0.0,0.6,-0.6,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.03888888888888889,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.4242640687119285,0.6,14.0,1.0
46,0x013216b46dcbb0842cfa6c1bb84012d5911848b0,0,3,3,0.0,0.0,0.0,1,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,1.5,15.552916666666668,37731.924950895365,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.3333333333333333
47,0x01349510117dc9081937794939552463f5616dfb,0,73,73,0.0,594.675560722813,-594.675560722813,25,hub,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.8076923076923075,8.397426697530864,43349.57925490476,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.14624055784675,13.822625827340534,73.2,23.0,0.1232876712328767
48,0x01b2927f7327172fc6495fc76f4eb71a93f51ab2,0,3,3,0.0,0.02,-0.02,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,0.08499999999999999,412.95036021294374,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.006666666666666667,0.005773502691896258,0.01,20.0,1.0
49,0x01bdb7ada61c82e951b9ed9f0d312dc9af0ba0f2,0,2,2,0.0,0.5,-0.5,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.09194444444444444,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,0.5,0.0,1.0
50,0x01eabaa6b6776f569cf5cc85c71eec096c795779,0,6,6,0.0,95.99462184631992,-95.99462184631992,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,6.0,1.9065555555555556,14000.673655221024,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,15.999103641053319,23.620020095588117,59.99462184631991,1.0,0.8333333333333334
51,0x0206e1db86b852a4d1dd5926ab07b2f9117fa115,0,4,4,0.0,0.52,-0.52,3,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,1.0,27.989351851851854,172468.17679889043,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.13,0.198997487421324,0.42,21.0,0.75
52,0x021aed55c063cdc7d03d57c1db4d2866296e5f9c,0,2,2,0.0,13.8,-13.8,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.0636111111111111,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.9,9.758073580374356,13.8,6.0,0.5
53,0x02244c1d12bd5eb70fb470a7ca9ea9a894bcdee9,0,1,1,0.0,0.2,-0.2,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.2,2.0,1.0
54,0x02255c996311f6013dbac559cb4725517657dd8a,0,2,2,0.0,0.1,-0.1,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.09861111111111111,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05,0.07071067811865477,0.1,5.0,1.0
55,0x024bcbcaad82e67f721799e259ca60bc7d363419,0,6,6,0.0,490.0,-490.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,6.0,0.40438888888888885,1528.4882073473777,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,81.66666666666667,97.88292326379852,200.0,20.0,0.6666666666666666
56,0x02d83a47e681b4d25dd1c8919de7a78a5ecf492d,0,2,2,0.0,0.001,-0.001,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.17416666666666666,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0005,0.0007071067811865475,0.001,23.0,1.0
57,0x030e704427b1800fa0e0842e27c99b71cdd0e051,0,6,6,0.0,17.0,-17.0,9,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.6,45.07461111111111,271668.0530625565,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.8333333333333335,3.2376946530929485,6.7,19.0,0.3333333333333333
58,0x033af0fec21908415484b0846e5839ddb9bd6755,0,8,8,0.0,0.6,-0.6,1,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,4.0,4.717817460317461,36950.95690429217,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.075,0.11338934190276817,0.25,11.0,0.375
59,0x034bbd945e4d9adc3581ce85ca14dd95e26fd3e2,0,4,4,0.0,3.33388,-3.33388,6,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.5714285714285714,55.97675925925926,347558.26991503645,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.83347,0.6948090602940254,1.7,20.0,1.0
60,0x037c2d4a516783ff8357b3594e7abe58728c3c73,0,5,5,0.0,44.535,-44.535,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,5.0,0.11513888888888889,262.4023627942401,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.907,19.897097652672866,44.5,19.0,0.8
61,0x0384af2e4ce5fcf9733c40133c7c7e88ffb2c85f,0,3,3,0.0,0.01,-0.01,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,0.06736111111111112,12.020815280171307,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0033333333333333335,0.005773502691896258,0.01,1.0,1.0
62,0x039bd8a10811e0d6f818ad547977ccbd566d071a,0,2,2,0.0,1.4288155263895943,-1.4288155263895943,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,221.0,0,0.0,0.0,2.0,4.226666666666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7144077631947972,1.0080583321635919,1.4272126456992742,17.0,0.5
63,0x039e4a6d9633fa330918b1e6dc8183085c9e9b1e,0,5,5,0.0,0.072,-0.072,3,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,1.25,20.48076388888889,127491.75054717594,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.014400000000000001,0.022063544592834577,0.05,19.0,0.4
64,0x0402c3407dcbd476c3d2bbd80d1b375144baf4a2,0,2,2,0.0,0.11,-0.11,11,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.16666666666666666,270.9480555555556,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.055,0.07778174593052023,0.11,6.0,0.5
65,0x046e6aafa046177a1e8ab020159c76e385077269,0,3,3,0.0,25.0,-25.0,8,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,0.3333333333333333,102.9226388888889,523485.99935480603,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.333333333333334,7.637626158259733,15.0,13.0,0.6666666666666666
66,0x0486a61f0fa6a3a935ff2a1c637dc04631720385,0,2,2,0.0,0.5,-0.5,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.05611111111111111,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,0.5,20.0,1.0
67,0x049a564063956c941e5cf7d6e7523504f7054203,0,3,3,0.0,245.0,-245.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,3.0,1.0331944444444443,1283.3988078535838,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,81.66666666666667,141.4508159514583,245.0,8.0,0.3333333333333333
68,0x04c17b9d3b29a78f7bd062a57cf44fc633e71f85,26,0,26,0.0,0.0,0.0,171,sink_only,0.0007575757575757576,0.0,0.0005834044560271847,0.0,0.05056889651229274,0,1.0,221.0,0,0.1511627906976744,164.7902666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0x04ee8d442ffddde7480375ed45ac286e09256337,0,2,2,0.0,0.11,-0.11,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,0.26416666666666666,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.055,0.07778174593052023,0.11,1.0,1.0
70,0x04fa3a54e8e159a9e1b2c93f3514ae86d59f37d3,0,2,2,0.0,1.0,-1.0,0,source_only,0.0,0.0007575757575757576,0.0005834044560271847,0.0,0.0,0,1.0,1083.0,0,0.0,0.0,2.0,14.519722222222223,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,1.0,19.0,0.5
